,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
5365,37,admin.,single,4,1,no,no,telephone,may,fri,147,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5366,34,blue-collar,married,3,1,yes,no,telephone,may,fri,243,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5367,44,admin.,married,7,2,yes,no,telephone,may,fri,124,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5368,53,entrepreneur,married,7,2,no,yes,telephone,may,fri,199,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5369,40,admin.,married,6,2,yes,no,telephone,may,fri,488,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5370,40,management,divorced,7,2,yes,no,telephone,may,fri,157,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5372,58,blue-collar,married,1,1,yes,no,telephone,may,fri,281,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5373,41,services,divorced,7,1,no,no,telephone,may,fri,211,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5374,35,student,single,4,1,yes,no,telephone,may,fri,160,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5375,47,admin.,married,7,1,yes,no,telephone,may,fri,138,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5376,52,technician,married,7,2,yes,no,telephone,may,fri,553,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5377,33,self-employed,single,7,1,no,no,telephone,may,fri,92,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5378,34,management,married,7,1,yes,no,telephone,may,fri,247,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5379,38,services,married,4,2,no,no,telephone,may,fri,50,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5380,48,services,married,6,1,yes,no,telephone,may,fri,253,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5381,38,admin.,single,7,1,yes,no,telephone,may,fri,153,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5382,40,entrepreneur,married,4,1,no,yes,telephone,may,fri,241,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5383,26,services,single,4,1,no,no,telephone,may,fri,211,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5384,42,self-employed,married,7,1,no,no,telephone,may,fri,493,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5386,35,student,single,7,2,no,yes,telephone,may,fri,107,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5388,43,management,married,4,1,no,no,telephone,may,fri,172,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5389,33,admin.,married,4,1,no,no,telephone,may,fri,159,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5390,47,management,divorced,7,1,yes,no,telephone,may,fri,29,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5391,30,blue-collar,single,4,1,no,no,telephone,may,fri,76,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5392,35,blue-collar,married,1,1,yes,no,telephone,may,fri,185,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5393,31,admin.,single,7,1,yes,no,telephone,may,fri,569,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5394,45,blue-collar,married,5,2,no,yes,telephone,may,fri,333,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5395,33,management,married,7,1,yes,no,telephone,may,fri,95,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5396,60,retired,married,1,2,yes,no,telephone,may,fri,557,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5397,46,entrepreneur,married,7,2,yes,no,telephone,may,fri,160,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5398,31,blue-collar,divorced,3,1,yes,no,telephone,may,fri,209,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5399,56,management,married,7,1,yes,no,telephone,may,fri,335,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5400,28,services,single,4,1,yes,yes,telephone,may,fri,372,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5401,29,blue-collar,single,7,1,no,no,telephone,may,fri,92,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5402,26,blue-collar,single,3,1,yes,yes,telephone,may,fri,277,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5403,35,entrepreneur,married,4,1,no,no,telephone,may,fri,178,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5404,54,services,single,4,2,no,no,telephone,may,fri,85,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5405,43,blue-collar,married,6,1,no,yes,telephone,may,fri,95,12,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5406,46,blue-collar,married,3,2,no,no,telephone,may,fri,134,10,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5407,37,admin.,single,7,1,yes,yes,telephone,may,fri,138,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5408,28,admin.,married,7,1,no,no,telephone,may,fri,63,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5409,30,housemaid,married,4,2,yes,no,telephone,may,fri,67,13,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5410,36,services,married,4,1,no,no,telephone,may,fri,77,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5411,50,blue-collar,married,1,1,yes,no,telephone,may,fri,292,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5412,37,technician,married,7,2,no,no,telephone,may,fri,57,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5413,28,housemaid,married,2,2,no,no,telephone,may,fri,38,11,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5414,52,blue-collar,married,1,1,no,no,telephone,may,fri,151,9,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5415,37,blue-collar,single,7,2,no,no,telephone,may,fri,331,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5417,27,services,married,4,2,no,yes,telephone,may,fri,100,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5418,44,blue-collar,married,3,2,no,no,telephone,may,fri,358,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5419,31,unemployed,married,6,1,yes,no,telephone,may,fri,298,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5420,34,management,married,7,1,yes,no,telephone,may,fri,181,16,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5421,56,retired,divorced,1,1,yes,yes,telephone,may,fri,188,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5422,51,admin.,married,3,1,yes,no,telephone,may,fri,368,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5423,36,blue-collar,married,2,1,no,no,telephone,may,fri,203,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5424,39,housemaid,married,4,1,yes,no,telephone,may,fri,61,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5425,37,blue-collar,married,2,1,no,yes,telephone,may,fri,297,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5426,48,retired,divorced,6,1,no,no,telephone,may,fri,219,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5427,55,admin.,married,4,1,no,no,telephone,may,fri,129,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5428,34,blue-collar,single,3,1,yes,no,telephone,may,fri,247,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5429,33,admin.,married,7,1,no,no,telephone,may,fri,266,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5430,32,blue-collar,married,3,1,no,no,telephone,may,fri,559,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5431,35,admin.,married,4,2,yes,no,telephone,may,fri,162,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5432,39,technician,married,6,1,yes,no,telephone,may,fri,75,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5433,32,admin.,married,7,1,yes,no,telephone,may,fri,82,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5434,36,services,married,4,1,yes,no,telephone,may,fri,352,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5435,51,blue-collar,married,3,2,no,no,telephone,may,fri,204,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5437,42,blue-collar,married,7,1,no,yes,telephone,may,fri,248,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5438,49,services,divorced,4,2,no,yes,telephone,may,fri,82,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5439,32,management,divorced,1,2,yes,no,telephone,may,fri,259,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5441,31,admin.,divorced,4,1,no,yes,telephone,may,fri,100,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5442,25,blue-collar,married,3,1,yes,no,telephone,may,fri,348,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5443,39,services,married,4,1,yes,no,telephone,may,fri,430,6,999,0,2,1.1,93.994,-36.4,4.857,5191,yes
5444,49,technician,married,6,1,no,no,telephone,may,fri,146,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5445,53,blue-collar,divorced,1,1,yes,no,telephone,may,fri,34,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5446,26,admin.,single,4,1,yes,yes,telephone,may,fri,297,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5447,41,technician,married,6,1,no,yes,telephone,may,fri,22,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5448,39,blue-collar,divorced,3,1,no,no,telephone,may,fri,106,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5449,33,admin.,divorced,7,1,no,no,telephone,may,fri,465,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5450,45,blue-collar,married,3,2,yes,no,telephone,may,fri,104,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5451,56,admin.,married,7,2,no,no,telephone,may,fri,213,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5452,39,housemaid,married,1,1,no,yes,telephone,may,fri,74,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5453,30,blue-collar,single,7,1,no,no,telephone,may,fri,245,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5454,28,unknown,single,3,2,yes,no,telephone,may,fri,252,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5455,50,admin.,married,4,2,yes,no,telephone,may,fri,317,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5456,44,management,married,7,1,no,yes,telephone,may,fri,93,8,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5457,55,blue-collar,married,1,2,yes,no,telephone,may,fri,116,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5458,31,services,single,2,1,yes,no,telephone,may,fri,386,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5459,40,blue-collar,married,1,1,no,no,telephone,may,fri,283,11,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5460,44,services,married,4,1,unknown,unknown,telephone,may,fri,146,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5461,27,technician,married,7,1,no,yes,telephone,may,fri,215,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5462,56,services,married,4,2,no,yes,telephone,may,fri,90,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5463,35,admin.,married,4,1,yes,yes,telephone,may,fri,260,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5464,31,admin.,divorced,4,1,no,no,telephone,may,fri,267,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5465,47,management,married,7,1,yes,yes,telephone,may,fri,107,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5466,30,admin.,divorced,7,1,no,yes,telephone,may,fri,164,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5467,37,services,married,4,1,no,no,telephone,may,fri,427,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5469,33,services,single,3,1,no,yes,telephone,may,fri,426,9,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5470,38,technician,married,6,1,yes,yes,telephone,may,fri,456,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5471,29,self-employed,married,3,2,yes,no,telephone,may,fri,40,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5472,46,admin.,single,7,1,no,yes,telephone,may,fri,105,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5473,50,blue-collar,married,3,2,yes,no,telephone,may,fri,98,17,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5474,57,technician,married,6,1,no,no,telephone,may,fri,27,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5475,34,blue-collar,married,3,1,no,no,telephone,may,fri,137,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5476,33,self-employed,married,3,1,no,no,telephone,may,fri,100,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5478,43,technician,single,6,1,yes,no,telephone,may,fri,320,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5479,32,management,married,7,1,no,no,telephone,may,fri,159,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5480,38,admin.,single,3,1,no,no,telephone,may,fri,353,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5481,38,blue-collar,single,2,1,yes,no,telephone,may,fri,331,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5482,37,admin.,single,4,2,yes,no,telephone,may,fri,159,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5483,28,admin.,married,7,1,no,no,telephone,may,mon,52,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5484,42,housemaid,married,6,1,yes,no,telephone,may,mon,117,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5485,35,blue-collar,married,7,1,yes,no,telephone,may,mon,85,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5486,49,technician,married,3,1,yes,no,telephone,may,mon,146,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5487,59,admin.,married,7,2,no,yes,telephone,may,mon,49,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5488,30,self-employed,married,6,1,no,no,telephone,may,mon,260,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5489,35,admin.,married,7,1,yes,no,telephone,may,mon,60,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5490,35,blue-collar,married,4,1,yes,no,telephone,may,mon,193,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5491,40,technician,married,6,1,yes,no,telephone,may,mon,373,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5492,42,admin.,married,7,1,no,no,telephone,may,mon,336,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5493,51,blue-collar,married,4,1,yes,no,telephone,may,mon,200,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5494,49,admin.,single,4,1,no,no,telephone,may,mon,501,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5495,48,admin.,single,7,1,no,no,telephone,may,mon,80,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5496,46,blue-collar,married,7,1,yes,no,telephone,may,mon,299,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5497,29,services,single,4,1,no,no,telephone,may,mon,207,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5498,44,technician,married,7,1,no,no,telephone,may,mon,125,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5499,41,self-employed,married,4,1,no,no,telephone,may,mon,237,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5500,28,self-employed,married,6,1,no,no,telephone,may,mon,185,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5501,42,technician,single,4,1,no,no,telephone,may,mon,224,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5502,38,blue-collar,married,7,1,yes,no,telephone,may,mon,183,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5503,41,blue-collar,divorced,1,2,yes,no,telephone,may,mon,63,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5504,43,services,married,4,1,yes,no,telephone,may,mon,312,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5505,57,retired,single,6,1,yes,no,telephone,may,mon,188,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5507,47,admin.,divorced,7,1,no,no,telephone,may,mon,168,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5508,42,admin.,married,1,1,no,no,telephone,may,mon,322,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5509,52,blue-collar,married,3,2,yes,no,telephone,may,mon,317,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5510,33,admin.,married,3,1,no,no,telephone,may,mon,511,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5511,35,admin.,married,7,1,yes,no,telephone,may,mon,155,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5512,26,blue-collar,married,3,1,yes,no,telephone,may,mon,161,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5513,35,services,married,4,1,yes,no,telephone,may,mon,368,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5514,39,entrepreneur,married,7,1,yes,no,telephone,may,mon,247,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5515,46,self-employed,married,3,2,yes,yes,telephone,may,mon,88,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5516,46,self-employed,married,3,2,yes,yes,telephone,may,mon,140,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5517,48,self-employed,married,3,2,no,no,telephone,may,mon,31,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5518,52,services,divorced,4,1,no,no,telephone,may,mon,142,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5519,47,entrepreneur,married,4,1,no,no,telephone,may,mon,118,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5520,44,admin.,single,7,1,yes,no,telephone,may,mon,158,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5521,36,services,single,3,1,yes,yes,telephone,may,mon,129,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5522,48,retired,divorced,6,1,yes,no,telephone,may,mon,136,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5523,30,blue-collar,married,4,1,no,no,telephone,may,mon,122,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5524,28,blue-collar,married,2,1,yes,no,telephone,may,mon,120,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5525,41,technician,married,3,1,no,no,telephone,may,mon,180,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5527,32,services,single,3,1,yes,no,telephone,may,mon,329,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5528,42,entrepreneur,married,2,1,no,no,telephone,may,mon,204,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5529,41,blue-collar,married,3,2,no,no,telephone,may,mon,120,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5530,44,blue-collar,married,1,2,yes,no,telephone,may,mon,181,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5531,44,unemployed,married,7,2,no,yes,telephone,may,mon,19,17,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5532,32,blue-collar,divorced,3,2,yes,no,telephone,may,mon,460,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5533,55,admin.,married,4,1,yes,yes,telephone,may,mon,437,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5534,33,services,married,6,1,no,no,telephone,may,mon,76,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5535,42,unemployed,married,4,2,yes,yes,telephone,may,mon,226,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5536,42,admin.,single,7,1,yes,no,telephone,may,mon,422,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5537,32,entrepreneur,married,4,2,yes,no,telephone,may,mon,109,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5538,31,admin.,married,7,2,yes,no,telephone,may,mon,219,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5539,48,technician,married,6,1,yes,no,telephone,may,mon,41,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5541,50,entrepreneur,divorced,7,1,yes,no,telephone,may,mon,131,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5542,42,services,married,7,1,no,no,telephone,may,mon,50,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5543,42,admin.,divorced,7,1,yes,no,telephone,may,mon,130,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5544,47,technician,married,6,2,no,no,telephone,may,mon,194,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5545,36,management,married,7,1,yes,no,telephone,may,mon,165,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5546,34,blue-collar,married,1,1,yes,no,telephone,may,mon,80,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5547,27,unemployed,married,4,1,yes,yes,telephone,may,mon,470,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5548,44,blue-collar,married,1,1,no,no,telephone,may,mon,281,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5549,44,services,married,4,1,yes,yes,telephone,may,mon,391,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5550,56,technician,married,6,2,no,yes,telephone,may,mon,24,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5552,38,technician,married,6,2,yes,no,telephone,may,mon,210,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5553,28,admin.,married,4,1,unknown,unknown,telephone,may,mon,367,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5554,39,entrepreneur,married,2,2,yes,yes,telephone,may,mon,107,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5555,52,admin.,married,2,1,no,no,telephone,may,mon,228,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5556,51,admin.,divorced,3,2,yes,no,telephone,may,mon,135,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5557,38,blue-collar,married,2,2,no,no,telephone,may,mon,85,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5558,39,management,divorced,7,1,no,no,telephone,may,mon,290,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5559,43,management,married,6,1,no,no,telephone,may,mon,153,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5560,41,admin.,single,4,1,no,no,telephone,may,mon,76,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5561,41,admin.,single,4,1,no,yes,telephone,may,mon,111,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5562,41,admin.,single,4,1,no,no,telephone,may,mon,168,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5563,44,blue-collar,married,3,2,no,no,telephone,may,mon,109,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5564,44,blue-collar,married,3,2,no,no,telephone,may,mon,219,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5565,39,admin.,married,7,1,yes,no,telephone,may,mon,14,32,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5566,46,admin.,married,7,2,no,no,telephone,may,mon,285,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5567,36,technician,married,4,1,yes,no,telephone,may,mon,262,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5568,44,admin.,married,4,1,yes,no,telephone,may,mon,96,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5569,45,housemaid,married,6,2,no,no,telephone,may,mon,166,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5570,47,admin.,divorced,7,1,yes,no,telephone,may,mon,208,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5571,44,admin.,married,4,1,yes,yes,telephone,may,mon,483,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5572,44,management,divorced,3,2,no,no,telephone,may,mon,129,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5573,42,housemaid,married,1,1,yes,no,telephone,may,mon,130,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5575,59,retired,divorced,6,1,no,no,telephone,may,mon,113,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5576,42,housemaid,married,1,1,yes,no,telephone,may,mon,364,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5577,32,admin.,single,7,2,yes,no,telephone,may,mon,258,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5578,36,admin.,married,7,1,no,no,telephone,may,mon,227,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5579,42,blue-collar,married,2,1,no,no,telephone,may,mon,266,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5580,49,technician,married,6,1,yes,no,telephone,may,mon,232,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5581,37,admin.,married,7,1,no,no,telephone,may,mon,172,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5582,45,blue-collar,married,1,1,no,no,telephone,may,mon,164,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5583,54,housemaid,divorced,7,1,no,no,telephone,may,mon,167,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5584,46,management,married,7,1,no,no,telephone,may,mon,103,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5585,39,blue-collar,single,7,2,no,no,telephone,may,mon,168,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5586,39,blue-collar,married,2,1,yes,no,telephone,may,mon,297,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5587,48,technician,single,7,1,unknown,unknown,telephone,may,mon,317,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5588,35,technician,single,4,1,no,no,telephone,may,mon,388,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5589,41,blue-collar,married,3,2,no,no,telephone,may,mon,62,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5590,53,admin.,married,3,2,no,no,telephone,may,mon,142,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5591,37,services,married,4,1,no,no,telephone,may,mon,63,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5592,49,admin.,married,7,1,yes,no,telephone,may,mon,212,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5593,37,services,married,4,1,yes,no,telephone,may,mon,149,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5594,40,services,married,4,1,yes,no,telephone,may,mon,161,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5595,34,admin.,married,7,1,no,yes,telephone,may,mon,165,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5596,41,unknown,single,3,1,no,yes,telephone,may,mon,369,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5597,38,technician,married,3,1,yes,no,telephone,may,mon,170,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5599,51,blue-collar,married,2,2,unknown,unknown,telephone,may,mon,167,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5600,37,admin.,married,4,2,no,no,telephone,may,mon,74,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5601,33,admin.,married,7,1,no,no,telephone,may,mon,96,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5602,45,blue-collar,married,7,2,no,no,telephone,may,mon,223,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5603,30,admin.,single,7,1,yes,no,telephone,may,mon,140,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5604,51,blue-collar,married,2,2,yes,no,telephone,may,mon,396,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
5605,24,admin.,married,4,1,no,yes,telephone,may,mon,61,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
